,end_date,start_date,updated_date,value
2016-06-30 22:00:00+00:00,2016-07-01 22:00:00+00:00,2016-06-30 22:00:00+00:00,2016-06-30 08:20:00+00:00,BLUE
2016-07-01 22:00:00+00:00,2016-07-02 22:00:00+00:00,2016-07-01 22:00:00+00:00,2016-07-01 08:20:00+00:00,BLUE
2016-07-02 22:00:00+00:00,2016-07-03 22:00:00+00:00,2016-07-02 22:00:00+00:00,2016-07-02 08:20:00+00:00,BLUE
2016-07-03 22:00:00+00:00,2016-07-04 22:00:00+00:00,2016-07-03 22:00:00+00:00,2016-07-03 08:20:00+00:00,BLUE
2016-07-04 22:00:00+00:00,2016-07-05 22:00:00+00:00,2016-07-04 22:00:00+00:00,2016-07-04 08:20:00+00:00,BLUE
2016-07-05 22:00:00+00:00,2016-07-06 22:00:00+00:00,2016-07-05 22:00:00+00:00,2016-07-05 08:20:00+00:00,BLUE
2016-07-06 22:00:00+00:00,2016-07-07 22:00:00+00:00,2016-07-06 22:00:00+00:00,2016-07-06 08:20:00+00:00,BLUE
2016-07-07 22:00:00+00:00,2016-07-08 22:00:00+00:00,2016-07-07 22:00:00+00:00,2016-07-07 08:20:00+00:00,BLUE
2016-07-08 22:00:00+00:00,2016-07-09 22:00:00+00:00,2016-07-08 22:00:00+00:00,2016-07-08 08:20:00+00:00,BLUE
2016-07-09 22:00:00+00:00,2016-07-10 22:00:00+00:00,2016-07-09 22:00:00+00:00,2016-07-09 08:20:00+00:00,BLUE
2016-07-10 22:00:00+00:00,2016-07-11 22:00:00+00:00,2016-07-10 22:00:00+00:00,2016-07-10 08:20:00+00:00,BLUE
2016-07-11 22:00:00+00:00,2016-07-12 22:00:00+00:00,2016-07-11 22:00:00+00:00,2016-07-11 08:20:00+00:00,BLUE
2016-07-12 22:00:00+00:00,2016-07-13 22:00:00+00:00,2016-07-12 22:00:00+00:00,2016-07-12 08:20:00+00:00,BLUE
2016-07-13 22:00:00+00:00,2016-07-14 22:00:00+00:00,2016-07-13 22:00:00+00:00,2016-07-13 08:20:00+00:00,BLUE
2016-07-14 22:00:00+00:00,2016-07-15 22:00:00+00:00,2016-07-14 22:00:00+00:00,2016-07-14 08:20:00+00:00,BLUE
2016-07-15 22:00:00+00:00,2016-07-16 22:00:00+00:00,2016-07-15 22:00:00+00:00,2016-07-15 08:20:00+00:00,BLUE
2016-07-16 22:00:00+00:00,2016-07-17 22:00:00+00:00,2016-07-16 22:00:00+00:00,2016-07-16 08:20:00+00:00,BLUE
2016-07-17 22:00:00+00:00,2016-07-18 22:00:00+00:00,2016-07-17 22:00:00+00:00,2016-07-17 08:20:00+00:00,BLUE
2016-07-18 22:00:00+00:00,2016-07-19 22:00:00+00:00,2016-07-18 22:00:00+00:00,2016-07-18 08:20:00+00:00,BLUE
2016-07-19 22:00:00+00:00,2016-07-20 22:00:00+00:00,2016-07-19 22:00:00+00:00,2016-07-19 08:20:00+00:00,BLUE
2016-07-20 22:00:00+00:00,2016-07-21 22:00:00+00:00,2016-07-20 22:00:00+00:00,2016-07-20 08:20:00+00:00,BLUE
2016-07-21 22:00:00+00:00,2016-07-22 22:00:00+00:00,2016-07-21 22:00:00+00:00,2016-07-21 08:20:00+00:00,BLUE
2016-07-22 22:00:00+00:00,2016-07-23 22:00:00+00:00,2016-07-22 22:00:00+00:00,2016-07-22 08:20:00+00:00,BLUE
2016-07-23 22:00:00+00:00,2016-07-24 22:00:00+00:00,2016-07-23 22:00:00+00:00,2016-07-23 08:20:00+00:00,BLUE
2016-07-24 22:00:00+00:00,2016-07-25 22:00:00+00:00,2016-07-24 22:00:00+00:00,2016-07-24 08:20:00+00:00,BLUE
2016-07-25 22:00:00+00:00,2016-07-26 22:00:00+00:00,2016-07-25 22:00:00+00:00,2016-07-25 08:20:00+00:00,BLUE
2016-07-26 22:00:00+00:00,2016-07-27 22:00:00+00:00,2016-07-26 22:00:00+00:00,2016-07-26 08:20:00+00:00,BLUE
2016-07-27 22:00:00+00:00,2016-07-28 22:00:00+00:00,2016-07-27 22:00:00+00:00,2016-07-27 08:20:00+00:00,BLUE
2016-07-28 22:00:00+00:00,2016-07-29 22:00:00+00:00,2016-07-28 22:00:00+00:00,2016-07-28 08:20:00+00:00,BLUE
2016-07-29 22:00:00+00:00,2016-07-30 22:00:00+00:00,2016-07-29 22:00:00+00:00,2016-07-29 08:20:00+00:00,BLUE
2016-07-30 22:00:00+00:00,2016-07-31 22:00:00+00:00,2016-07-30 22:00:00+00:00,2016-07-30 08:20:00+00:00,BLUE
2016-07-31 22:00:00+00:00,2016-08-01 22:00:00+00:00,2016-07-31 22:00:00+00:00,2016-07-31 08:20:00+00:00,BLUE
2016-08-01 22:00:00+00:00,2016-08-02 22:00:00+00:00,2016-08-01 22:00:00+00:00,2016-08-01 08:20:00+00:00,BLUE
2016-08-02 22:00:00+00:00,2016-08-03 22:00:00+00:00,2016-08-02 22:00:00+00:00,2016-08-02 08:20:00+00:00,BLUE
2016-08-03 22:00:00+00:00,2016-08-04 22:00:00+00:00,2016-08-03 22:00:00+00:00,2016-08-03 08:20:00+00:00,BLUE
2016-08-04 22:00:00+00:00,2016-08-05 22:00:00+00:00,2016-08-04 22:00:00+00:00,2016-08-04 08:20:00+00:00,BLUE
2016-08-05 22:00:00+00:00,2016-08-06 22:00:00+00:00,2016-08-05 22:00:00+00:00,2016-08-05 08:20:00+00:00,BLUE
2016-08-06 22:00:00+00:00,2016-08-07 22:00:00+00:00,2016-08-06 22:00:00+00:00,2016-08-06 08:20:00+00:00,BLUE
2016-08-07 22:00:00+00:00,2016-08-08 22:00:00+00:00,2016-08-07 22:00:00+00:00,2016-08-07 08:20:00+00:00,BLUE
2016-08-08 22:00:00+00:00,2016-08-09 22:00:00+00:00,2016-08-08 22:00:00+00:00,2016-08-08 08:20:00+00:00,BLUE
2016-08-09 22:00:00+00:00,2016-08-10 22:00:00+00:00,2016-08-09 22:00:00+00:00,2016-08-09 08:20:00+00:00,BLUE
2016-08-10 22:00:00+00:00,2016-08-11 22:00:00+00:00,2016-08-10 22:00:00+00:00,2016-08-10 08:20:00+00:00,BLUE
2016-08-11 22:00:00+00:00,2016-08-12 22:00:00+00:00,2016-08-11 22:00:00+00:00,2016-08-11 08:20:00+00:00,BLUE
2016-08-12 22:00:00+00:00,2016-08-13 22:00:00+00:00,2016-08-12 22:00:00+00:00,2016-08-12 08:20:00+00:00,BLUE
2016-08-13 22:00:00+00:00,2016-08-14 22:00:00+00:00,2016-08-13 22:00:00+00:00,2016-08-13 08:20:00+00:00,BLUE
2016-08-14 22:00:00+00:00,2016-08-15 22:00:00+00:00,2016-08-14 22:00:00+00:00,2016-08-14 08:20:00+00:00,BLUE
2016-08-15 22:00:00+00:00,2016-08-16 22:00:00+00:00,2016-08-15 22:00:00+00:00,2016-08-15 08:20:00+00:00,BLUE
2016-08-16 22:00:00+00:00,2016-08-17 22:00:00+00:00,2016-08-16 22:00:00+00:00,2016-08-16 08:20:00+00:00,BLUE
2016-08-17 22:00:00+00:00,2016-08-18 22:00:00+00:00,2016-08-17 22:00:00+00:00,2016-08-17 08:20:00+00:00,BLUE
2016-08-18 22:00:00+00:00,2016-08-19 22:00:00+00:00,2016-08-18 22:00:00+00:00,2016-08-18 08:20:00+00:00,BLUE
2016-08-19 22:00:00+00:00,2016-08-20 22:00:00+00:00,2016-08-19 22:00:00+00:00,2016-08-19 08:20:00+00:00,BLUE
2016-08-20 22:00:00+00:00,2016-08-21 22:00:00+00:00,2016-08-20 22:00:00+00:00,2016-08-20 08:20:00+00:00,BLUE
2016-08-21 22:00:00+00:00,2016-08-22 22:00:00+00:00,2016-08-21 22:00:00+00:00,2016-08-21 08:20:00+00:00,BLUE
2016-08-22 22:00:00+00:00,2016-08-23 22:00:00+00:00,2016-08-22 22:00:00+00:00,2016-08-22 08:20:00+00:00,BLUE
2016-08-23 22:00:00+00:00,2016-08-24 22:00:00+00:00,2016-08-23 22:00:00+00:00,2016-08-23 08:20:00+00:00,BLUE
2016-08-24 22:00:00+00:00,2016-08-25 22:00:00+00:00,2016-08-24 22:00:00+00:00,2016-08-24 08:20:00+00:00,BLUE
2016-08-25 22:00:00+00:00,2016-08-26 22:00:00+00:00,2016-08-25 22:00:00+00:00,2016-08-25 08:20:00+00:00,BLUE
2016-08-26 22:00:00+00:00,2016-08-27 22:00:00+00:00,2016-08-26 22:00:00+00:00,2016-08-26 08:20:00+00:00,BLUE
2016-08-27 22:00:00+00:00,2016-08-28 22:00:00+00:00,2016-08-27 22:00:00+00:00,2016-08-27 08:20:00+00:00,BLUE
2016-08-28 22:00:00+00:00,2016-08-29 22:00:00+00:00,2016-08-28 22:00:00+00:00,2016-08-28 08:20:00+00:00,BLUE
2016-08-29 22:00:00+00:00,2016-08-30 22:00:00+00:00,2016-08-29 22:00:00+00:00,2016-08-29 08:20:00+00:00,BLUE
2016-08-30 22:00:00+00:00,2016-08-31 22:00:00+00:00,2016-08-30 22:00:00+00:00,2016-08-30 08:20:00+00:00,BLUE
2016-08-31 22:00:00+00:00,2016-09-01 22:00:00+00:00,2016-08-31 22:00:00+00:00,2016-08-31 08:20:00+00:00,BLUE
2016-09-01 22:00:00+00:00,2016-09-02 22:00:00+00:00,2016-09-01 22:00:00+00:00,2016-09-01 08:20:00+00:00,BLUE
2016-09-02 22:00:00+00:00,2016-09-03 22:00:00+00:00,2016-09-02 22:00:00+00:00,2016-09-02 08:20:00+00:00,BLUE
2016-09-03 22:00:00+00:00,2016-09-04 22:00:00+00:00,2016-09-03 22:00:00+00:00,2016-09-03 08:20:00+00:00,BLUE
2016-09-04 22:00:00+00:00,2016-09-05 22:00:00+00:00,2016-09-04 22:00:00+00:00,2016-09-04 08:20:00+00:00,BLUE
2016-09-05 22:00:00+00:00,2016-09-06 22:00:00+00:00,2016-09-05 22:00:00+00:00,2016-09-05 08:20:00+00:00,BLUE
2016-09-06 22:00:00+00:00,2016-09-07 22:00:00+00:00,2016-09-06 22:00:00+00:00,2016-09-06 08:20:00+00:00,BLUE
2016-09-07 22:00:00+00:00,2016-09-08 22:00:00+00:00,2016-09-07 22:00:00+00:00,2016-09-07 08:20:00+00:00,BLUE
2016-09-08 22:00:00+00:00,2016-09-09 22:00:00+00:00,2016-09-08 22:00:00+00:00,2016-09-08 08:20:00+00:00,BLUE
2016-09-09 22:00:00+00:00,2016-09-10 22:00:00+00:00,2016-09-09 22:00:00+00:00,2016-09-09 08:20:00+00:00,BLUE
2016-09-10 22:00:00+00:00,2016-09-11 22:00:00+00:00,2016-09-10 22:00:00+00:00,2016-09-10 08:20:00+00:00,BLUE
2016-09-11 22:00:00+00:00,2016-09-12 22:00:00+00:00,2016-09-11 22:00:00+00:00,2016-09-11 08:20:00+00:00,BLUE
2016-09-12 22:00:00+00:00,2016-09-13 22:00:00+00:00,2016-09-12 22:00:00+00:00,2016-09-12 08:20:00+00:00,BLUE
2016-09-13 22:00:00+00:00,2016-09-14 22:00:00+00:00,2016-09-13 22:00:00+00:00,2016-09-13 08:20:00+00:00,BLUE
2016-09-14 22:00:00+00:00,2016-09-15 22:00:00+00:00,2016-09-14 22:00:00+00:00,2016-09-14 08:20:00+00:00,BLUE
2016-09-15 22:00:00+00:00,2016-09-16 22:00:00+00:00,2016-09-15 22:00:00+00:00,2016-09-15 08:20:00+00:00,BLUE
2016-09-16 22:00:00+00:00,2016-09-17 22:00:00+00:00,2016-09-16 22:00:00+00:00,2016-09-16 08:20:00+00:00,BLUE
2016-09-17 22:00:00+00:00,2016-09-18 22:00:00+00:00,2016-09-17 22:00:00+00:00,2016-09-17 08:20:00+00:00,BLUE
2016-09-18 22:00:00+00:00,2016-09-19 22:00:00+00:00,2016-09-18 22:00:00+00:00,2016-09-18 08:20:00+00:00,BLUE
2016-09-19 22:00:00+00:00,2016-09-20 22:00:00+00:00,2016-09-19 22:00:00+00:00,2016-09-19 08:20:00+00:00,BLUE
2016-09-20 22:00:00+00:00,2016-09-21 22:00:00+00:00,2016-09-20 22:00:00+00:00,2016-09-20 08:20:00+00:00,BLUE
2016-09-21 22:00:00+00:00,2016-09-22 22:00:00+00:00,2016-09-21 22:00:00+00:00,2016-09-21 08:20:00+00:00,BLUE
2016-09-22 22:00:00+00:00,2016-09-23 22:00:00+00:00,2016-09-22 22:00:00+00:00,2016-09-22 08:20:00+00:00,BLUE
2016-09-23 22:00:00+00:00,2016-09-24 22:00:00+00:00,2016-09-23 22:00:00+00:00,2016-09-23 08:20:00+00:00,BLUE
2016-09-24 22:00:00+00:00,2016-09-25 22:00:00+00:00,2016-09-24 22:00:00+00:00,2016-09-24 08:20:00+00:00,BLUE
2016-09-25 22:00:00+00:00,2016-09-26 22:00:00+00:00,2016-09-25 22:00:00+00:00,2016-09-25 08:20:00+00:00,BLUE
2016-09-26 22:00:00+00:00,2016-09-27 22:00:00+00:00,2016-09-26 22:00:00+00:00,2016-09-26 08:20:00+00:00,BLUE
2016-09-27 22:00:00+00:00,2016-09-28 22:00:00+00:00,2016-09-27 22:00:00+00:00,2016-09-27 08:20:00+00:00,BLUE
2016-09-28 22:00:00+00:00,2016-09-29 22:00:00+00:00,2016-09-28 22:00:00+00:00,2016-09-28 08:20:00+00:00,BLUE
2016-09-29 22:00:00+00:00,2016-09-30 22:00:00+00:00,2016-09-29 22:00:00+00:00,2016-09-29 08:20:00+00:00,BLUE
2016-09-30 22:00:00+00:00,2016-10-01 22:00:00+00:00,2016-09-30 22:00:00+00:00,2016-09-30 08:20:00+00:00,BLUE
2016-10-01 22:00:00+00:00,2016-10-02 22:00:00+00:00,2016-10-01 22:00:00+00:00,2016-10-01 08:20:00+00:00,BLUE
2016-10-02 22:00:00+00:00,2016-10-03 22:00:00+00:00,2016-10-02 22:00:00+00:00,2016-10-02 08:20:00+00:00,BLUE
2016-10-03 22:00:00+00:00,2016-10-04 22:00:00+00:00,2016-10-03 22:00:00+00:00,2016-10-03 08:20:00+00:00,BLUE
2016-10-04 22:00:00+00:00,2016-10-05 22:00:00+00:00,2016-10-04 22:00:00+00:00,2016-10-04 08:20:00+00:00,BLUE
2016-10-05 22:00:00+00:00,2016-10-06 22:00:00+00:00,2016-10-05 22:00:00+00:00,2016-10-05 08:20:00+00:00,BLUE
2016-10-06 22:00:00+00:00,2016-10-07 22:00:00+00:00,2016-10-06 22:00:00+00:00,2016-10-06 08:20:00+00:00,BLUE
2016-10-07 22:00:00+00:00,2016-10-08 22:00:00+00:00,2016-10-07 22:00:00+00:00,2016-10-07 08:20:00+00:00,BLUE
2016-10-08 22:00:00+00:00,2016-10-09 22:00:00+00:00,2016-10-08 22:00:00+00:00,2016-10-08 08:20:00+00:00,BLUE
2016-10-09 22:00:00+00:00,2016-10-10 22:00:00+00:00,2016-10-09 22:00:00+00:00,2016-10-09 08:20:00+00:00,BLUE
2016-10-10 22:00:00+00:00,2016-10-11 22:00:00+00:00,2016-10-10 22:00:00+00:00,2016-10-10 08:20:00+00:00,BLUE
2016-10-11 22:00:00+00:00,2016-10-12 22:00:00+00:00,2016-10-11 22:00:00+00:00,2016-10-11 08:20:00+00:00,BLUE
2016-10-12 22:00:00+00:00,2016-10-13 22:00:00+00:00,2016-10-12 22:00:00+00:00,2016-10-12 08:20:00+00:00,BLUE
2016-10-13 22:00:00+00:00,2016-10-14 22:00:00+00:00,2016-10-13 22:00:00+00:00,2016-10-13 08:20:00+00:00,BLUE
2016-10-14 22:00:00+00:00,2016-10-15 22:00:00+00:00,2016-10-14 22:00:00+00:00,2016-10-14 08:20:00+00:00,BLUE
2016-10-15 22:00:00+00:00,2016-10-16 22:00:00+00:00,2016-10-15 22:00:00+00:00,2016-10-15 08:20:00+00:00,BLUE
2016-10-16 22:00:00+00:00,2016-10-17 22:00:00+00:00,2016-10-16 22:00:00+00:00,2016-10-16 08:20:00+00:00,BLUE
2016-10-17 22:00:00+00:00,2016-10-18 22:00:00+00:00,2016-10-17 22:00:00+00:00,2016-10-17 08:20:00+00:00,BLUE
2016-10-18 22:00:00+00:00,2016-10-19 22:00:00+00:00,2016-10-18 22:00:00+00:00,2016-10-18 08:20:00+00:00,BLUE
2016-10-19 22:00:00+00:00,2016-10-20 22:00:00+00:00,2016-10-19 22:00:00+00:00,2016-10-19 08:20:00+00:00,BLUE
2016-10-20 22:00:00+00:00,2016-10-21 22:00:00+00:00,2016-10-20 22:00:00+00:00,2016-10-20 08:20:00+00:00,BLUE
2016-10-21 22:00:00+00:00,2016-10-22 22:00:00+00:00,2016-10-21 22:00:00+00:00,2016-10-21 08:20:00+00:00,BLUE
2016-10-22 22:00:00+00:00,2016-10-23 22:00:00+00:00,2016-10-22 22:00:00+00:00,2016-10-22 08:20:00+00:00,BLUE
2016-10-23 22:00:00+00:00,2016-10-24 22:00:00+00:00,2016-10-23 22:00:00+00:00,2016-10-23 08:20:00+00:00,BLUE
2016-10-24 22:00:00+00:00,2016-10-25 22:00:00+00:00,2016-10-24 22:00:00+00:00,2016-10-24 08:20:00+00:00,BLUE
2016-10-25 22:00:00+00:00,2016-10-26 22:00:00+00:00,2016-10-25 22:00:00+00:00,2016-10-25 08:20:00+00:00,BLUE
2016-10-27 22:00:00+00:00,2016-10-28 22:00:00+00:00,2016-10-27 22:00:00+00:00,2016-10-27 08:20:00+00:00,BLUE
2016-10-28 22:00:00+00:00,2016-10-29 22:00:00+00:00,2016-10-28 22:00:00+00:00,2016-10-28 08:20:00+00:00,BLUE
2016-10-29 22:00:00+00:00,2016-10-30 23:00:00+00:00,2016-10-29 22:00:00+00:00,2016-10-29 08:20:00+00:00,BLUE
2016-10-30 23:00:00+00:00,2016-10-31 23:00:00+00:00,2016-10-30 23:00:00+00:00,2016-10-30 09:20:00+00:00,BLUE
2016-10-31 23:00:00+00:00,2016-11-01 23:00:00+00:00,2016-10-31 23:00:00+00:00,2016-10-31 09:20:00+00:00,BLUE
2016-11-01 23:00:00+00:00,2016-11-02 23:00:00+00:00,2016-11-01 23:00:00+00:00,2016-11-01 09:20:00+00:00,BLUE
2016-11-02 23:00:00+00:00,2016-11-03 23:00:00+00:00,2016-11-02 23:00:00+00:00,2016-11-02 09:20:00+00:00,BLUE
2016-11-03 23:00:00+00:00,2016-11-04 23:00:00+00:00,2016-11-03 23:00:00+00:00,2016-11-03 09:20:00+00:00,BLUE
2016-11-04 23:00:00+00:00,2016-11-05 23:00:00+00:00,2016-11-04 23:00:00+00:00,2016-11-04 09:20:00+00:00,BLUE
2016-11-05 23:00:00+00:00,2016-11-06 23:00:00+00:00,2016-11-05 23:00:00+00:00,2016-11-05 09:20:00+00:00,BLUE
2016-11-06 23:00:00+00:00,2016-11-07 23:00:00+00:00,2016-11-06 23:00:00+00:00,2016-11-06 09:20:00+00:00,WHITE
2016-11-07 23:00:00+00:00,2016-11-08 23:00:00+00:00,2016-11-07 23:00:00+00:00,2016-11-07 09:20:00+00:00,WHITE
2016-11-08 23:00:00+00:00,2016-11-09 23:00:00+00:00,2016-11-08 23:00:00+00:00,2016-11-08 09:20:00+00:00,BLUE
2016-11-09 23:00:00+00:00,2016-11-10 23:00:00+00:00,2016-11-09 23:00:00+00:00,2016-11-09 09:20:00+00:00,BLUE
2016-11-10 23:00:00+00:00,2016-11-11 23:00:00+00:00,2016-11-10 23:00:00+00:00,2016-11-10 09:20:00+00:00,BLUE
2016-11-11 23:00:00+00:00,2016-11-12 23:00:00+00:00,2016-11-11 23:00:00+00:00,2016-11-11 09:20:00+00:00,BLUE
2016-11-12 23:00:00+00:00,2016-11-13 23:00:00+00:00,2016-11-12 23:00:00+00:00,2016-11-12 09:20:00+00:00,BLUE
2016-11-13 23:00:00+00:00,2016-11-14 23:00:00+00:00,2016-11-13 23:00:00+00:00,2016-11-13 09:20:00+00:00,WHITE
2016-11-14 23:00:00+00:00,2016-11-15 23:00:00+00:00,2016-11-14 23:00:00+00:00,2016-11-14 09:20:00+00:00,BLUE
2016-11-15 23:00:00+00:00,2016-11-16 23:00:00+00:00,2016-11-15 23:00:00+00:00,2016-11-15 09:20:00+00:00,BLUE
2016-11-16 23:00:00+00:00,2016-11-17 23:00:00+00:00,2016-11-16 23:00:00+00:00,2016-11-16 09:20:00+00:00,BLUE
2016-11-17 23:00:00+00:00,2016-11-18 23:00:00+00:00,2016-11-17 23:00:00+00:00,2016-11-17 09:20:00+00:00,BLUE
2016-11-18 23:00:00+00:00,2016-11-19 23:00:00+00:00,2016-11-18 23:00:00+00:00,2016-11-18 09:20:00+00:00,BLUE
2016-11-19 23:00:00+00:00,2016-11-20 23:00:00+00:00,2016-11-19 23:00:00+00:00,2016-11-19 09:20:00+00:00,BLUE
2016-11-20 23:00:00+00:00,2016-11-21 23:00:00+00:00,2016-11-20 23:00:00+00:00,2016-11-20 09:20:00+00:00,BLUE
2016-11-21 23:00:00+00:00,2016-11-22 23:00:00+00:00,2016-11-21 23:00:00+00:00,2016-11-21 09:20:00+00:00,BLUE
2016-11-22 23:00:00+00:00,2016-11-23 23:00:00+00:00,2016-11-22 23:00:00+00:00,2016-11-22 09:20:00+00:00,BLUE
2016-11-23 23:00:00+00:00,2016-11-24 23:00:00+00:00,2016-11-23 23:00:00+00:00,2016-11-23 09:20:00+00:00,BLUE
2016-11-24 23:00:00+00:00,2016-11-25 23:00:00+00:00,2016-11-24 23:00:00+00:00,2016-11-24 09:20:00+00:00,BLUE
2016-11-25 23:00:00+00:00,2016-11-26 23:00:00+00:00,2016-11-25 23:00:00+00:00,2016-11-25 09:20:00+00:00,BLUE
2016-11-26 23:00:00+00:00,2016-11-27 23:00:00+00:00,2016-11-26 23:00:00+00:00,2016-11-26 09:20:00+00:00,BLUE
2016-11-27 23:00:00+00:00,2016-11-28 23:00:00+00:00,2016-11-27 23:00:00+00:00,2016-11-27 09:20:00+00:00,WHITE
2016-11-28 23:00:00+00:00,2016-11-29 23:00:00+00:00,2016-11-28 23:00:00+00:00,2016-11-28 09:20:00+00:00,RED
2016-11-29 23:00:00+00:00,2016-11-30 23:00:00+00:00,2016-11-29 23:00:00+00:00,2016-11-29 09:20:00+00:00,RED
2016-11-30 23:00:00+00:00,2016-12-01 23:00:00+00:00,2016-11-30 23:00:00+00:00,2016-11-30 09:20:00+00:00,RED
2016-12-01 23:00:00+00:00,2016-12-02 23:00:00+00:00,2016-12-01 23:00:00+00:00,2016-12-01 09:20:00+00:00,RED
2016-12-02 23:00:00+00:00,2016-12-03 23:00:00+00:00,2016-12-02 23:00:00+00:00,2016-12-02 09:20:00+00:00,WHITE
2016-12-03 23:00:00+00:00,2016-12-04 23:00:00+00:00,2016-12-03 23:00:00+00:00,2016-12-03 09:20:00+00:00,BLUE
2016-12-04 23:00:00+00:00,2016-12-05 23:00:00+00:00,2016-12-04 23:00:00+00:00,2016-12-04 09:20:00+00:00,WHITE
2016-12-05 23:00:00+00:00,2016-12-06 23:00:00+00:00,2016-12-05 23:00:00+00:00,2016-12-05 09:20:00+00:00,WHITE
2016-12-06 23:00:00+00:00,2016-12-07 23:00:00+00:00,2016-12-06 23:00:00+00:00,2016-12-06 09:20:00+00:00,WHITE
2016-12-07 23:00:00+00:00,2016-12-08 23:00:00+00:00,2016-12-07 23:00:00+00:00,2016-12-07 09:20:00+00:00,WHITE
2016-12-08 23:00:00+00:00,2016-12-09 23:00:00+00:00,2016-12-08 23:00:00+00:00,2016-12-08 09:20:00+00:00,WHITE
2016-12-09 23:00:00+00:00,2016-12-10 23:00:00+00:00,2016-12-09 23:00:00+00:00,2016-12-09 09:20:00+00:00,BLUE
2016-12-10 23:00:00+00:00,2016-12-11 23:00:00+00:00,2016-12-10 23:00:00+00:00,2016-12-10 09:20:00+00:00,BLUE
2016-12-11 23:00:00+00:00,2016-12-12 23:00:00+00:00,2016-12-11 23:00:00+00:00,2016-12-11 09:20:00+00:00,RED
2016-12-12 23:00:00+00:00,2016-12-13 23:00:00+00:00,2016-12-12 23:00:00+00:00,2016-12-12 09:20:00+00:00,WHITE
2016-12-13 23:00:00+00:00,2016-12-14 23:00:00+00:00,2016-12-13 23:00:00+00:00,2016-12-13 09:20:00+00:00,WHITE
2016-12-14 23:00:00+00:00,2016-12-15 23:00:00+00:00,2016-12-14 23:00:00+00:00,2016-12-14 09:20:00+00:00,WHITE
2016-12-15 23:00:00+00:00,2016-12-16 23:00:00+00:00,2016-12-15 23:00:00+00:00,2016-12-15 09:20:00+00:00,WHITE
2016-12-16 23:00:00+00:00,2016-12-17 23:00:00+00:00,2016-12-16 23:00:00+00:00,2016-12-16 09:20:00+00:00,BLUE
2016-12-17 23:00:00+00:00,2016-12-18 23:00:00+00:00,2016-12-17 23:00:00+00:00,2016-12-17 09:20:00+00:00,BLUE
2016-12-18 23:00:00+00:00,2016-12-19 23:00:00+00:00,2016-12-18 23:00:00+00:00,2016-12-18 09:20:00+00:00,BLUE
2016-12-19 23:00:00+00:00,2016-12-20 23:00:00+00:00,2016-12-19 23:00:00+00:00,2016-12-19 09:20:00+00:00,WHITE
2016-12-20 23:00:00+00:00,2016-12-21 23:00:00+00:00,2016-12-20 23:00:00+00:00,2016-12-20 09:20:00+00:00,WHITE
2016-12-21 23:00:00+00:00,2016-12-22 23:00:00+00:00,2016-12-21 23:00:00+00:00,2016-12-21 09:20:00+00:00,BLUE
2016-12-22 23:00:00+00:00,2016-12-23 23:00:00+00:00,2016-12-22 23:00:00+00:00,2016-12-22 09:20:00+00:00,BLUE
2016-12-23 23:00:00+00:00,2016-12-24 23:00:00+00:00,2016-12-23 23:00:00+00:00,2016-12-23 09:20:00+00:00,BLUE
2016-12-24 23:00:00+00:00,2016-12-25 23:00:00+00:00,2016-12-24 23:00:00+00:00,2016-12-24 09:20:00+00:00,BLUE
2016-12-25 23:00:00+00:00,2016-12-26 23:00:00+00:00,2016-12-25 23:00:00+00:00,2016-12-25 09:20:00+00:00,BLUE
2016-12-26 23:00:00+00:00,2016-12-27 23:00:00+00:00,2016-12-26 23:00:00+00:00,2016-12-26 09:20:00+00:00,BLUE
2016-12-27 23:00:00+00:00,2016-12-28 23:00:00+00:00,2016-12-27 23:00:00+00:00,2016-12-27 09:20:00+00:00,WHITE
2016-12-28 23:00:00+00:00,2016-12-29 23:00:00+00:00,2016-12-28 23:00:00+00:00,2016-12-28 09:20:00+00:00,WHITE
2016-12-29 23:00:00+00:00,2016-12-30 23:00:00+00:00,2016-12-29 23:00:00+00:00,2016-12-29 09:20:00+00:00,WHITE
2016-12-30 23:00:00+00:00,2016-12-31 23:00:00+00:00,2016-12-30 23:00:00+00:00,2016-12-30 09:20:00+00:00,WHITE
2016-12-31 23:00:00+00:00,2017-01-01 23:00:00+00:00,2016-12-31 23:00:00+00:00,2016-12-31 09:20:00+00:00,BLUE
2017-01-01 23:00:00+00:00,2017-01-02 23:00:00+00:00,2017-01-01 23:00:00+00:00,2017-01-01 09:20:00+00:00,RED
2017-01-02 23:00:00+00:00,2017-01-03 23:00:00+00:00,2017-01-02 23:00:00+00:00,2017-01-02 09:20:00+00:00,RED
2017-01-03 23:00:00+00:00,2017-01-04 23:00:00+00:00,2017-01-03 23:00:00+00:00,2017-01-03 09:20:00+00:00,RED
2017-01-04 23:00:00+00:00,2017-01-05 23:00:00+00:00,2017-01-04 23:00:00+00:00,2017-01-04 09:20:00+00:00,RED
2017-01-05 23:00:00+00:00,2017-01-06 23:00:00+00:00,2017-01-05 23:00:00+00:00,2017-01-05 09:20:00+00:00,RED
2017-01-06 23:00:00+00:00,2017-01-07 23:00:00+00:00,2017-01-06 23:00:00+00:00,2017-01-06 09:20:00+00:00,WHITE
2017-01-07 23:00:00+00:00,2017-01-08 23:00:00+00:00,2017-01-07 23:00:00+00:00,2017-01-07 09:20:00+00:00,BLUE
